Sample type,Count,BOLD database sequence,Data entry Sequence,Box Number,microplate ID,Well ID (for Jessica),Plate Count,NHS sequence number (BOLD Sample ID),spp,sequence,Label year,Date,Harvest Year,Age trait bee,Age Bee,Sex,KILLPROV,Lat DD,LongDD,Central Rectrix Length, Central Rectrix  Quill Dia , Central Moult code ,Longest Rectrix Length,Longest Rectrix Quill Dia ,Longest Moult code,Most lateral Rectrix Length,Most lateral Rectrix Quill Dia,Most Lateral Moult code,"Comment (e.g., missing feather)",Jim ID#,Jim Date,Jim Age,Jim Species,Jim Skull length (mm),Jim 2nd measurement,Jim CR length (entered at NWRC),Jim CR QD (entered at NWRC),Jim notes,Difference between NWRC and Jim measurement,Inferred Species Identification (BOLD ID engine),BOLD Processid,rechecked?,
Leafloor collection- barcoded,1,1778,1778,W7,CCDB-25612,G06,55,WPG3251,3251,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,114,0.082,,135,0.101,,130,0.104,,CR remeasured,3251,Oct. 9/12,Immature,,90,,119,0.089,,-5,Branta hutchinsii,GOOSE1778-16,,
Leafloor collection- barcoded,1,1624,1624,W5,CCDB-25609,A12,91,WPG3252,3252,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,108,0.086,,125,0.099,,119,0.099,,,3252,Oct. 9/12,Immature,,86,,107,0.082,,1,Branta hutchinsii,GOOSE1624-16,,
Leafloor collection- barcoded,1,1802,1802,W7,CCDB-25612,F07,79,WPG3254,3254,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,113,0.082,,133,0.096,,123,0.093,,,3254,Oct. 9/12,Immature,,92,,113,0.081,,0,Branta hutchinsii,GOOSE1802-16,,
Leafloor collection- barcoded,1,1816,1816,W7,CCDB-25612,D08,93,WPG3260,3260,,,07-Oct-12,2012,,Immature,Male,Manitoba,,,122,0.096,,129,0.104,,127,0.106,,,3260,Oct. 7/12,Immature,,94,,121,0.098,,1,Branta hutchinsii,GOOSE1816-16,,
Leafloor collection- barcoded,1,1685,1685,W6,CCDB-25613,G07,57,WPG3261,3261,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,129,0.098,,144,0.113,,138,0.113,,,3261,Oct. 2/12,Immature,,95,,128,0.099,,1,Branta hutchinsii,GOOSE1685-16,,
Leafloor collection- barcoded,1,1773,1773,W7,CCDB-25612,G11,50,WPG3265,3265,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.089,,128,0.099,,121,0.098,,CR remeasured,3265,Oct. 5/12,Immature,,85,,120,0.093,,-3,Branta hutchinsii,GOOSE1773-16,,
Leafloor collection- barcoded,1,1291,1291,W2,CCDB-26538,B11,43,WPG3267,3267,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,121,0.089,,134,0.099,,,,1A,,3267,,,,,,,,,121,Branta hutchinsii,GOOSE1291-16,,
Leafloor collection- barcoded,1,1695,1695,W6,CCDB-25613,H11,67,WPG3268,3268,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,116,0.086,,130,0.099,,122,0.101,,,3268,Oct. 9/12,Immature,,85,,116,0.089,,0,Branta hutchinsii,GOOSE1695-16,,
Leafloor collection- barcoded,1,1682,1682,W6,CCDB-25613,H01,54,WPG3269,3269,,,09-Oct-12,2012,,Immature,Female,Manitoba,,,124,0.093,,135,0.111,,129,0.113,,,3269,Oct. 9/12,Immature,,92,,123,0.093,,1,Branta hutchinsii,GOOSE1682-16,,
Leafloor collection- barcoded,1,1242,1242,W1,CCDB-26539,A07,89,WPG3276,3276,,,08-Oct-12,2012,,Immature,Female,Manitoba,,,110,0.082,,124,0.193,,120,0.098,,,3276,Oct. 8/12,Immature,,82,,111,0.082,,-1,Branta hutchinsii,GOOSE1242-16,,
Leafloor collection- barcoded,1,1652,1652,W6,CCDB-25613,D08,24,WPG3282,3282,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,119,0.093,,134,0.111,,124,0.101,,,3282,Oct. 7/12,Immature,,91,,118,0.096,,1,Branta hutchinsii,GOOSE1652-16,,
Leafloor collection- barcoded,1,2132,2132,W11,CCDB-24261,A07,29,WPG3283,3283,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,129,0.086,,144,0.101,,134,0.098,,,3283,Sept. 27/12,Immature,,89,,131,0.086,,-2,Branta hutchinsii,GOOSE2132-16,,
Leafloor collection- barcoded,1,1642,1642,W6,CCDB-25613,C10,14,WPG3297,3297,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,110,0.089,,127,0.101,,120,0.101,,,3297,Sept. 27/12,Immature,,90,,109,0.089,,1,Branta hutchinsii,GOOSE1642-16,,
Leafloor collection- barcoded,1,2146,2146,W11,CCDB-24261,D07,43,WPG330,330,,,28-Sep-10,2010,,Immature,Female,Manitoba,,,111,0.086,,128,0.101,,123,0.099,,,330,28-Sep-10,Immature,Cackler,85,unknown,110,0.086,,1,Branta hutchinsii,GOOSE2146-16,,
Leafloor collection- barcoded,1,1733,1733,W7,CCDB-25612,B03,10,WPG3300,3300,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,111,0.086,,129,0.104,,120,0.104,,,3300,Oct. 2/12,Immature,,88,,111,0.086,,0,Branta hutchinsii,GOOSE1733-16,,
Leafloor collection- barcoded,1,1245,1245,W1,CCDB-26539,A04,92,WPG3305,3305,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,107,0.082,,123,0.096,,120,0.098,,,3305,Oct. 5/12,Immature,,79,,106,0.082,,1,Branta hutchinsii,GOOSE1245-16,,
Leafloor collection- barcoded,1,2121,2121,W11,CCDB-24261,B01,18,WPG3306,3306,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,122,0.086,,135,0.101,,131,0.106,,,3306,Oct. 5/12,Immature,,83,,122,0.089,,0,Branta hutchinsii,GOOSE2121-16,,
Leafloor collection- barcoded,1,1768,1768,W7,CCDB-25612,D05,45,WPG3315,3315,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,119,0.093,,136,0.111,,123,0.104,,,3315,Oct. 7/12,Immature,,91,,119,0.093,,0,Branta hutchinsii,GOOSE1768-16,,
Leafloor collection- barcoded,1,2115,2115,W11,CCDB-24261,B05,12,WPG3325,3325,,,05-Oct-12,2012,,Immature,Female,Manitoba,,,115,0.089,,130,0.106,,122,0.093,,"CR remeasured JF, up from 114",3325,Oct. 5/12,Immature,,89,,144,0.093,,-29,Branta hutchinsii,GOOSE2115-16,,
Leafloor collection- barcoded,1,2126,2126,W11,CCDB-24261,F11,23,WPG3327,3327,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,111,0.082,,125,0.098,,120,0.093,,,3327,Sept. 27/12,Immature,,86,,111,0.082,,0,Branta hutchinsii,GOOSE2126-16,,
Leafloor collection- barcoded,1,1728,1728,W7,CCDB-25612,C09,5,WPG3329,3329,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,119,0.093,,135,0.106,,121,0.104,,,3329,Oct. 2/12,Immature,,88,,,,,119,Branta hutchinsii,GOOSE1728-16,,
Leafloor collection- barcoded,1,2036,2036,W10,CCDB-24262,F03,28,WPG333,333,,,03-Oct-10,2010,,Immature,Female,Manitoba,,,112,0.086,,124,0.101,,,,1A,,333,03-Oct-10,Immature,Cackler,91,unknown,112,0.086,,0,Branta hutchinsii,GOOSE2036-16,,
Leafloor collection- barcoded,1,1739,1739,W7,CCDB-25612,C02,16,WPG3330,3330,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,117,0.089,,128,0.106,,123,0.106,,,3330,Oct. 2/12,Immature,,90,,116,0.086,,1,Branta hutchinsii,GOOSE1739-16,,
Leafloor collection- barcoded,1,1294,1294,W2,CCDB-26538,B10,46,WPG3331,3331,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,131,0.101,,142,0.12,,134,0.116,,,3331,,,,,,130,0.099,,1,Branta hutchinsii,GOOSE1294-16,,
Leafloor collection- barcoded,1,1737,1737,W7,CCDB-25612,B12,14,WPG3335,3335,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,105,0.078,,121,0.093,,114,0.098,,CR remeasured,3335,Oct. 7/12,Immature,,81,,103,0.078,,2,Branta hutchinsii,GOOSE1737-16,,
Leafloor collection- barcoded,1,2117,2117,W11,CCDB-24261,B03,14,WPG3337,3337,,,22-Sep-12,2012,,Immature,Female,Manitoba,,,125,0.089,,138,0.106,,133,0.106,,,3337,Sept. 22/12,Immature,,83,,124,0.089,,1,Branta hutchinsii,GOOSE2117-16,,
Leafloor collection- barcoded,1,1623,1623,W5,CCDB-25609,A11,90,WPG3338,3338,,,08-Oct-12,2012,,Immature,Female,Manitoba,,,121,0.089,,136,0.099,,132,0.096,,,3338,Oct. 8/12,Immature,,87,,120,0.089,,1,Branta hutchinsii,GOOSE1623-16,,
Leafloor collection- barcoded,1,2031,2031,W10,CCDB-24262,F04,23,WPG334,334,,,28-Sep-10,2010,,Immature,Female,Manitoba,,,116,0.089,,130,0.101,,123,0.099,,,334,28-Sep-10,Immature,Cackler,81,unknown,115,0.089,,1,Branta hutchinsii,GOOSE2031-16,,
Leafloor collection- barcoded,1,1754,1754,W7,CCDB-25612,A03,31,WPG3342,3342,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,118,0.089,,131,0.106,,124,0.104,,CR remeasured,3342,Oct. 7/12,Immature,,83,,124,0.101,,-6,Branta hutchinsii,GOOSE1754-16,,
Leafloor collection- barcoded,1,1762,1762,W7,CCDB-25612,C06,39,WPG3343,3343,,,07-Oct-12,2012,,Immature,Female,Manitoba,,,118,0.093,,126,0.101,,118,0.093,,CR remeasured,3343,Oct. 7/12,Immature,,90,,122,0.099,,-4,Branta hutchinsii,GOOSE1762-16,,
Leafloor collection- barcoded,1,2119,2119,W11,CCDB-24261,C02,16,WPG3344,3344,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,118,0.089,,126,0.101,,121,0.101,,,3344,Sept. 27/12,Immature,,83,,119,0.096,,-1,Branta hutchinsii,GOOSE2119-16,,
Leafloor collection- barcoded,1,1340,1340,W2,CCDB-26538,A01,92,WPG3348,3348,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,125,0.104,,141,0.12,,136,0.12,,,3348,Oct. 2/12,Immature,,94,,124,0.104,,1,Branta hutchinsii,GOOSE1340-16,,
Leafloor collection- barcoded,1,1818,1818,W7,CCDB-25612,D10,95,WPG3349,3349,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,123,0.099,,144,0.113,,135,0.111,,,3349,Oct. 2/12,Immature,,91,,122,0.099,,1,Branta hutchinsii,GOOSE1818-16,,
Leafloor collection- barcoded,1,1627,1627,W5,CCDB-25609,B03,94,WPG3350,3350,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,109,0.082,,128,0.093,,,,1A,,3350,Oct. 2/12,Immature,,87,,110,0.082,,-1,Branta hutchinsii,GOOSE1627-16,,
Leafloor collection- barcoded,1,1770,1770,W7,CCDB-25612,G08,47,WPG3355,3355,,,08-Oct-12,2012,,Immature,Female,Manitoba,,,114,0.082,,119,0.086,,114,0.089,,,3355,Oct. 8/12,Immature,,81,,112,0.082,,2,Branta hutchinsii,GOOSE1770-16,,
Leafloor collection- barcoded,1,1628,1628,W5,CCDB-25609,B04,95,WPG3358,3358,,,02-Oct-12,2012,,Immature,Female,Manitoba,,,121,0.089,,136,0.104,,132,0.111,,,3358,Oct. 2/12,Immature,,93,,119,0.089,,2,Branta hutchinsii,GOOSE1628-16,,
Leafloor collection- barcoded,1,1743,1743,W7,CCDB-25612,B06,20,WPG3359,3359,,,22-Sep-12,2012,,Immature,Female,Manitoba,,,120,0.098,,136,0.113,,125,0.106,,,3359,Sept. 22/12,Immature,,90,,120,0.096,,0,Branta hutchinsii,GOOSE1743-16,,
Leafloor collection- barcoded,1,2129,2129,W11,CCDB-24261,A09,26,WPG3360,3360,,,07-Oct-12,2012,,Immature,Male,Manitoba,,,122,0.096,,139,0.111,,131,0.11,,CR confirmed JF,3360,Oct. 7/12,Immature,,94,,126,0.104,,-4,Branta hutchinsii,GOOSE2129-16,,
Leafloor collection- barcoded,1,1644,1644,W6,CCDB-25613,C08,16,WPG3361,3361,,,08-Oct-12,2012,,Immature,Male,Manitoba,,,120,0.089,,131,0.106,,127,0.106,,,3361,Oct. 8/12,Immature,,90,,119,0.089,,1,Branta hutchinsii,GOOSE1644-16,,
Leafloor collection- barcoded,1,2046,2046,W10,CCDB-24262,G01,38,WPG344,344,,,04-Oct-10,2010,,Immature,Female,Manitoba,,,116,0.089,,129,0.104,,122,0.096,,CR confirmed JF,344,04-Oct-10,Immature,Cackler,82,unknown,116,0.098,,0,Branta hutchinsii,GOOSE2046-16,,
Leafloor collection- barcoded,1,2019,2019,W10,CCDB-24262,A09,11,WPG346,346,,,04-Oct-10,2010,,Immature,Female,Manitoba,,,110,0.082,,126,0.098,,118,0.093,,,346,04-Oct-10,Immature,Cackler,83,unknown,110,0.081,,0,Branta hutchinsii,GOOSE2019-16,,
Leafloor collection- barcoded,1,2012,2012,W10,CCDB-24262,B07,4,WPG347,347,,,04-Oct-10,2010,,Immature,Female,Manitoba,,,118,0.089,,129,0.101,,126,0.101,,,347,04-Oct-10,Immature,Cackler,83,unknown,117,0.086,,1,Branta hutchinsii,GOOSE2012-16,,
Leafloor collection- barcoded,1,2122,2122,W11,CCDB-24261,F06,19,WPG357,3365,,,27-Sep-12,2012,,Immature,Female,Manitoba,,,171,0.096,,136,0.106,,132,0.106,,"CR remeasured JF, down from 172",3365,Sept. 27/12,Immature,,83,,117,0.093,,54,Branta hutchinsii,GOOSE2122-16,,
Leafloor collection- barcoded,1,1306,1306,W2,CCDB-26538,F01,58,WPG359,359,,,27-Sep-10,2010,,Immature,Female,Manitoba,,,116,0.086,,133,0.098,,129,0.101,,CR confirmed JF,359,27-Sep-10,Immature,Cackler,85,unknown,119,0.089,,-3,Branta hutchinsii,GOOSE1306-16,,
Leafloor collection- barcoded,1,1321,1321,W2,CCDB-26538,G12,73,WPG365,365,,,30-Sep-10,2010,,Immature,Female,Manitoba,,,120,0.089,,130,0.101,,,,1A,,365,30-Sep-10,Immature,Cackler,86,unknown,120,0.089,,0,Branta hutchinsii,GOOSE1321-16,,
Leafloor collection- barcoded,1,1328,1328,W2,CCDB-26538,H04,80,WPG367,367,,,03-Oct-10,2010,,Immature,Female,Manitoba,,,125,0.098,,137,0.101,,134,0.104,,,367,03-Oct-10,Immature,Cackler,84,unknown,124,0.093,,1,Branta hutchinsii,GOOSE1328-16,,
Leafloor collection- barcoded,1,1333,1333,W2,CCDB-26538,H07,85,WPG370,370,,,04-Oct-10,2010,,Immature,Female,Manitoba,,,111,0.082,,121,0.096,,111,0.089,,,370,04-Oct-10,Immature,Cackler,82,unknown,110,0.078,,1,Branta hutchinsii,GOOSE1333-16,,
Leafloor collection- barcoded,1,1310,1310,W2,CCDB-26538,E12,62,WPG372,372,,,04-Oct-10,2010,,Immature,Female,Manitoba,,,113,0.089,,123,0.104,,116,0.101,,,372,04-Oct-10,Immature,Cackler,83,unknown,112,0.086,,1,Branta hutchinsii,GOOSE1310-16,,
Leafloor collection- barcoded,1,1410,1410,W3,CCDB-26537,E03,67,WPG405,405,,,26-Sep-10,2010,,Immature,Female,Manitoba,,,114,0.086,,131,0.101,,126,0.099,,,405,26-Sep-10,Immature,Cackler,88,unknown,114,0.086,,0,Branta hutchinsii,GOOSE1410-16,,
Leafloor collection- barcoded,1,1411,1411,W3,CCDB-26537,E02,68,WPG406,406,,,26-Sep-10,2010,,Immature,Female,Manitoba,,,109,0.082,,126,0.099,,119,0.093,,,406,26-Sep-10,Immature,Cackler,85,unknown,108,0.078,,1,Branta hutchinsii,GOOSE1411-16,,
Leafloor collection- barcoded,1,1448,1448,W4,CCBD-26536,A09,10,WPG451,451,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,107,0.076,,119,0.089,,,,1A,,451,12-Oct-10,Immature,Cackler,80,unknown,106,0.073,,1,Branta hutchinsii,GOOSE1448-16,,
Leafloor collection- barcoded,1,1459,1459,W4,CCBD-26536,C04,21,WPG453,453,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,114,0.086,,127,0.099,,117,0.089,,CR confirmed JF,453,12-Oct-10,Immature,Cackler,87,unknown,118,0.089,,-4,Branta hutchinsii,GOOSE1459-16,,
Leafloor collection- barcoded,1,1465,1465,W4,CCBD-26536,B11,27,WPG456,456,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,116,0.093,,131,0.106,,121,0.096,,CR confirmed JF,456,12-Oct-10,Immature,Cackler,97,unknown,120,0.101,,-4,Branta hutchinsii,GOOSE1465-16,,
Leafloor collection- barcoded,1,1461,1461,W4,CCBD-26536,B12,23,WPG457,457,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,125,0.093,,137,0.106,,130,0.106,,CR confirmed JF,457,12-Oct-10,Immature,Cackler,93,unknown,130,0.098,,-5,Branta hutchinsii,GOOSE1461-16,,
Leafloor collection- barcoded,1,1457,1457,W4,CCBD-26536,C06,19,WPG458,458,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,116,0.086,,136,0.104,,126,0.101,,"CR remeasured JF, up from 115",458,12-Oct-10,Immature,Cackler,91,unknown,122,0.093,,-6,Branta hutchinsii,GOOSE1457-16,,
Leafloor collection- barcoded,1,1455,1455,W4,CCBD-26536,C09,17,WPG461,461,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,110,0.086,,130,0.096,,126,0.101,,,461,05-Oct-10,Immature,Cackler,87,unknown,109,0.086,,1,Branta hutchinsii,GOOSE1455-16,,
Leafloor collection- barcoded,1,1456,1456,W4,CCBD-26536,C08,18,WPG462,462,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,113,0.093,,131,0.104,,,,1A,CR confirmed JF,462,05-Oct-10,Immature,Cackler,91,unknown,119,0.093,,-6,Branta hutchinsii,GOOSE1456-16,,
Leafloor collection- barcoded,1,1449,1449,W4,CCBD-26536,A08,11,WPG463,463,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,116,0.086,,134,0.106,,129,0.106,,,463,05-Oct-10,Immature,Cackler,87,unknown,115,0.082,,1,Branta hutchinsii,GOOSE1449-16,,
Leafloor collection- barcoded,1,1453,1453,W4,CCBD-26536,B09,15,WPG465,465,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,103,0.086,,120,0.093,,,,1A,,465,05-Oct-10,Immature,Cackler,84,unknown,102,0.081,,1,Branta hutchinsii,GOOSE1453-16,,
Leafloor collection- barcoded,1,1481,1481,W4,CCBD-26536,G05,43,WPG473,473,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,115,0.086,,131,0.106,,121,0.101,,,473,12-Oct-10,Immature,Cackler,84,unknown,114,0.086,,1,Branta hutchinsii,GOOSE1481-16,,
Leafloor collection- barcoded,1,1494,1494,W4,CCBD-26536,H06,56,WPG474,474,,,06-Oct-10,2010,,Immature,Female,Manitoba,,,112,0.089,,127,0.106,,123,0.106,,,474,06-Oct-10,Immature,Cackler,91,unknown,111,0.086,,1,Branta hutchinsii,GOOSE1494-16,,
Leafloor collection- barcoded,1,1479,1479,W4,CCBD-26536,H02,41,WPG475,475,,,13-Oct-10,2010,,Immature,Female,Manitoba,,,120,0.093,,127,0.099,,125,0.104,,,475,13-Oct-10,Immature,Cackler,92,unknown,120,0.093,,0,Branta hutchinsii,GOOSE1479-16,,
Leafloor collection- barcoded,1,1495,1495,W4,CCBD-26536,H08,57,WPG477,477,,,13-Oct-10,2010,,Immature,Female,Manitoba,,,117,0.086,,132,0.101,,,,1A,,477,13-Oct-10,Immature,Cackler,88,unknown,116,0.086,,1,Branta hutchinsii,GOOSE1495-16,,
Leafloor collection- barcoded,1,1473,1473,W4,CCBD-26536,G07,35,WPG481,481,,,07-Oct-10,2010,,Immature,Female,Manitoba,,,113,0.089,,125,0.104,,117,0.098,,CR confirmed JF,481,07-Oct-10,Immature,Cackler,80,unknown,110,0.089,,3,Branta hutchinsii,GOOSE1473-16,,
Leafloor collection- barcoded,1,1490,1490,W4,CCBD-26536,G04,52,WPG483,483,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,102,0.076,,120,0.086,,117,0.082,,CR confirmed JF,483,05-Oct-10,Immature,Cackler,83,unknown,110,0.078,,-8,Branta hutchinsii,GOOSE1490-16,,
Leafloor collection- barcoded,1,1500,1500,W4,CCBD-26536,G02,62,WPG484,484,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,119,0.089,,133,0.099,,125,0.099,,,484,05-Oct-10,Immature,Cackler,87,unknown,118,0.086,,1,Branta hutchinsii,GOOSE1500-16,,
Leafloor collection- barcoded,1,1488,1488,W4,CCBD-26536,G11,50,WPG491,491,,,12-Oct-10,2010,,Immature,Male,Manitoba,,,113,0.086,,129,0.101,,120,0.101,,CR confirmed JF,491,12-Oct-10,Immature,Cackler,87,unknown,118,0.093,,-5,Branta hutchinsii,GOOSE1488-16,,
Leafloor collection- barcoded,1,1376,1376,W3,CCDB-26537,F12,33,WPG501,501,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,120,0.086,,132,0.104,,,,1A,,501,05-Oct-10,Immature,Cackler,90,unknown,120,0.082,,0,Branta hutchinsii,GOOSE1376-16,,
Leafloor collection- barcoded,1,1358,1358,W3,CCDB-26537,C12,15,WPG505,505,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,111,0.085,,126,0.101,,122,0.11,,CR confirmed JF,505,12-Oct-10,Immature,Cackler,84,unknown,117,0.096,,-6,Branta hutchinsii,GOOSE1358-16,,
Leafloor collection- barcoded,1,1397,1397,W3,CCDB-26537,G09,54,WPG510,510,,,13-Oct-10,2010,,Immature,Female,Manitoba,,,114,0.082,,126,0.089,,122,0.098,,CR confirmed JF,510,13-Oct-10,Immature,Cackler,87,unknown,111,0.078,,3,Branta hutchinsii,GOOSE1397-16,,
Leafloor collection- barcoded,1,1387,1387,W3,CCDB-26537,G08,44,WPG511,511,,,13-Oct-10,2010,,Immature,Female,Manitoba,,,119,0.101,,127,0.11,,124,0.106,,,511,13-Oct-10,Immature,Cackler,85,unknown,118,0.096,,1,Branta hutchinsii,GOOSE1387-16,,
Leafloor collection- barcoded,1,1382,1382,W3,CCDB-26537,H11,39,WPG512,512,,,13-Oct-10,2010,,Immature,Female,Manitoba,,,122,0.096,,138,0.106,,134,0.106,,,512,13-Oct-10,Immature,Cackler,87,unknown,122,0.093,,0,Branta hutchinsii,GOOSE1382-16,,
Leafloor collection- barcoded,1,1391,1391,W3,CCDB-26537,G10,48,WPG518,518,,,13-Oct-10,2010,,Immature,Female,Manitoba,,,113,0.076,,129,0.096,,126,0.098,,CR confirmed JF,518,13-Oct-10,Immature,Cackler,92,unknown,119,0.086,,-6,Branta hutchinsii,GOOSE1391-16,,
Leafloor collection- barcoded,1,1370,1370,W3,CCDB-26537,D02,27,WPG523,523,,,12-Oct-10,2010,,Immature,Male,Manitoba,,,118,0.096,,137,0.113,,130,0.11,,CR confirmed JF,523,12-Oct-10,Immature,Cackler,93,unknown,129,0.106,,-11,Branta hutchinsii,GOOSE1370-16,,
Leafloor collection- barcoded,1,1368,1368,W3,CCDB-26537,D06,25,WPG527,527,,,12-Oct-10,2010,,Immature,Female,Manitoba,,,110,0.089,,127,0.104,,,,1A,,527,12-Oct-10,Immature,Cackler,90,unknown,109,0.086,,1,Branta hutchinsii,GOOSE1368-16,,
Leafloor collection- barcoded,1,1373,1373,W3,CCDB-26537,F08,30,WPG528,528,,,12-Oct-10,2010,,Immature,Male,Manitoba,,,105,0.082,,120,0.093,,115,0.089,,,528,12-Oct-10,Immature,Cackler,82,unknown,105,0.078,,0,Branta hutchinsii,GOOSE1373-16,,
Leafloor collection- barcoded,1,1360,1360,W3,CCDB-26537,C10,17,WPG541,541,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,116,0.089,,130,0.106,,127,0.111,,,541,05-Oct-10,Immature,Cackler,88,unknown,115,0.089,,1,Branta hutchinsii,GOOSE1360-16,,
Leafloor collection- barcoded,1,1362,1362,W3,CCDB-26537,C08,19,WPG544,544,,,05-Oct-10,2010,,Immature,Female,Manitoba,,,113,0.089,,127,0.101,,121,0.104,,,544,05-Oct-10,Immature,Cackler,86,unknown,115,0.093,,-2,Branta hutchinsii,GOOSE1362-16,,
Leafloor collection- barcoded,1,1393,1393,W3,CCDB-26537,G03,50,WPG548,548,,,07-Oct-10,2010,,Immature,Female,Manitoba,,,117,0.093,,124,0.104,,,,1A,,548,07-Oct-10,Immature,Cackler,86,unknown,117,0.093,,0,Branta hutchinsii,GOOSE1393-16,,
Leafloor collection- barcoded,1,1390,1390,W3,CCDB-26537,H02,47,WPG549,549,,,07-Oct-10,2010,,Immature,Female,Manitoba,,,112,0.086,,125,0.106,,,,1A,,549,07-Oct-10,Immature,Cackler,87,unknown,109,0.081,,3,Branta hutchinsii,GOOSE1390-16,,
Leafloor collection- barcoded,1,1378,1378,W3,CCDB-26537,D03,35,WPG554,554,,,07-Oct-10,2010,,Immature,Female,Manitoba,,,120,0.086,,140,0.104,,133,0.104,,,554,07-Oct-10,Immature,Cackler,92,unknown,120,0.086,,0,Branta hutchinsii,GOOSE1378-16,,
Leafloor collection- barcoded,1,1475,1475,W4,CCBD-26536,H05,37,WPG555,555,,,13-Oct-10,2010,,Immature,Female,Manitoba,,,116,0.093,,133,0.106,,,,1A,,555,13-Oct-10,Immature,Cackler,89,unknown,115,0.086,,1,Branta hutchinsii,GOOSE1475-16,,
Leafloor collection- barcoded,1,1161,1161,W1,CCDB-26539,E03,8,WPG574,574,,,14-Sep-10,2010,,Immature,Male,Manitoba,,,119,0.093,,143,0.116,,140,0.12,,CR confirmed JF,574,14-Sep-10,Immature,Cackler,97.5,unknown,126,0.101,,-7,Branta hutchinsii,GOOSE1161-16,,
Leafloor collection- barcoded,1,1159,1159,W1,CCDB-26539,E01,6,WPG576,576,,,14-Sep-10,2010,,Immature,Female,Manitoba,,,130,0.101,,143,0.113,,141,0.116,,,576,14-Sep-10,Immature,Cackler,91.3,unknown,129,0.104,,1,Branta hutchinsii,GOOSE1159-16,,
Leafloor collection- barcoded,1,1180,1180,W1,CCDB-26539,F04,27,WPG639,639,,,00-00-2010,2010,,Immature,Male,Manitoba,,,128,0.101,,144,0.113,,136,0.106,,,639,00-00-2010,Immature,Cackler,93.6,unknown,129,0.096,,-1,Branta hutchinsii,GOOSE1180-16,,
Leafloor collection- barcoded,1,1270,1270,W2,CCDB-26538,E01,22,WPG669,669,,,unknown,unknown,,Immature,Male,Manitoba,,,127,0.098,,135,0.104,,129,0.104,,CR confirmed JF,669,unknown,Immature,Cackler,91.7,unknown,121,0.086,,6,Branta hutchinsii,GOOSE1270-16,,
Leafloor collection- barcoded,1,1259,1259,W2,CCDB-26538,D06,11,WPG674,674,,,unknown,unknown,,Immature,Female,Manitoba,,,111,0.093,,128,0.104,,,,1A,,674,unknown,Immature,Cackler,89.5,unknown,112,0.089,,-1,Branta hutchinsii,GOOSE1259-16,,
Leafloor collection- barcoded,1,1350,1350,W3,CCDB-26537,B07,7,WPG502,502,,,12-Oct-10,2010,,Unknown,Female,Manitoba,,,103,0.082,,124,0.098,,118,0.099,,CR confirmed JF,502,12-Oct-10,unknown,Cackler,87,unknown,109,0.089,,-6,Branta hutchinsii,GOOSE1350-16,,
Leafloor collection- barcoded,1,1281,1281,W2,CCDB-26538,B02,33,WPG3037,3037,,,23-Oct-12,2012,,,Female,Manitoba,,,131,0.098,,144,0.11,,139,0.11,,,3037,,,,,,130,0.099,,1,BOLD No result,,,
Leafloor collection- barcoded,1,1288,1288,W2,CCDB-26538,B07,40,WPG3073,3073,,,29-Oct-12,2012,,,Female,Manitoba,,,158,0.116,,169,0.136,,145,0.14,,,3073,,,,,,158,0.116,,0,BOLD No result,,,
